srcStateName,Base Year - 2011-12,srcYear,Price type,Per capita net state domestic product for the base year 2011-12,YearCode,Year
GOA,2011-12,2017-18,Current Prices,411739.84,2017,"Financial Year (Apr - Mar), 2017"
NAGALAND,2011-12,2017-18,Current Prices,102003.25,2017,"Financial Year (Apr - Mar), 2017"
MAHARASHTRA,2011-12,2017-18,Current Prices,172663.12,2017,"Financial Year (Apr - Mar), 2017"
ANDHRA PRADESH,2011-12,2017-18,Current Prices,138298.65,2017,"Financial Year (Apr - Mar), 2017"
CHHATTISGARH,2011-12,2017-18,Constant Prices,68374.16,2017,"Financial Year (Apr - Mar), 2017"
DELHI,2011-12,2017-18,Current Prices,318323.08,2017,"Financial Year (Apr - Mar), 2017"
JHARKHAND,2011-12,2017-18,Current Prices,67483.91,2017,"Financial Year (Apr - Mar), 2017"
MIZORAM,2011-12,2017-18,Current Prices,155222.29,2017,"Financial Year (Apr - Mar), 2017"
HIMACHAL PRADESH,2011-12,2017-18,Current Prices,165496.90,2017,"Financial Year (Apr - Mar), 2017"
WEST BENGAL,2011-12,2017-18,Current Prices,91400.96,2017,"Financial Year (Apr - Mar), 2017"
UTTARAKHAND,2011-12,2017-18,Constant Prices,148090.47,2017,"Financial Year (Apr - Mar), 2017"
ORISSA,2011-12,2017-18,Constant Prices,72922.46,2017,"Financial Year (Apr - Mar), 2017"
KARNATAKA,2011-12,2017-18,Current Prices,186404.79,2017,"Financial Year (Apr - Mar), 2017"
GUJARAT,2011-12,2017-18,Constant Prices,143604.44,2017,"Financial Year (Apr - Mar), 2017"
ANDAMAN & NICOBAR ISLANDS,2011-12,2017-18,Constant Prices,145561.66,2017,"Financial Year (Apr - Mar), 2017"
CHANDIGARH,2011-12,2017-18,Current Prices,280512.17,2017,"Financial Year (Apr - Mar), 2017"
JHARKHAND,2011-12,2017-18,Constant Prices,52276.67,2017,"Financial Year (Apr - Mar), 2017"
MIZORAM,2011-12,2017-18,Constant Prices,117271.60,2017,"Financial Year (Apr - Mar), 2017"
JAMMU & KASHMIR,2011-12,2017-18,Constant Prices,63195.27,2017,"Financial Year (Apr - Mar), 2017"
BIHAR,2011-12,2017-18,Current Prices,36849.78,2017,"Financial Year (Apr - Mar), 2017"
TELANGANA,2011-12,2017-18,Constant Prices,131502.72,2017,"Financial Year (Apr - Mar), 2017"
ORISSA,2011-12,2017-18,Current Prices,89353.00,2017,"Financial Year (Apr - Mar), 2017"
MADHYA PRADESH,2011-12,2017-18,Constant Prices,54829.49,2017,"Financial Year (Apr - Mar), 2017"
GUJARAT,2011-12,2017-18,Current Prices,176961.39,2017,"Financial Year (Apr - Mar), 2017"
PUNJAB,2011-12,2018-19,Current Prices,149973.97,2018,"Financial Year (Apr - Mar), 2018"
ANDHRA PRADESH,2011-12,2018-19,Constant Prices,107286.46,2018,"Financial Year (Apr - Mar), 2018"
ANDHRA PRADESH,2011-12,2018-19,Current Prices,152285.70,2018,"Financial Year (Apr - Mar), 2018"
ARUNACHAL PRADESH,2011-12,2018-19,Constant Prices,99241.91,2018,"Financial Year (Apr - Mar), 2018"
ARUNACHAL PRADESH,2011-12,2018-19,Current Prices,154651.60,2018,"Financial Year (Apr - Mar), 2018"
ASSAM,2011-12,2018-19,Constant Prices,59942.89,2018,"Financial Year (Apr - Mar), 2018"
ASSAM,2011-12,2018-19,Current Prices,81033.70,2018,"Financial Year (Apr - Mar), 2018"
BIHAR,2011-12,2018-19,Constant Prices,29091.70,2018,"Financial Year (Apr - Mar), 2018"
BIHAR,2011-12,2018-19,Current Prices,40714.92,2018,"Financial Year (Apr - Mar), 2018"
JHARKHAND,2011-12,2018-19,Constant Prices,56132.72,2018,"Financial Year (Apr - Mar), 2018"
JHARKHAND,2011-12,2018-19,Current Prices,75421.47,2018,"Financial Year (Apr - Mar), 2018"
GOA,2011-12,2018-19,Constant Prices,337031.34,2018,"Financial Year (Apr - Mar), 2018"
GOA,2011-12,2018-19,Current Prices,423715.66,2018,"Financial Year (Apr - Mar), 2018"
GUJARAT,2011-12,2018-19,Constant Prices,154887.25,2018,"Financial Year (Apr - Mar), 2018"
GUJARAT,2011-12,2018-19,Current Prices,197456.87,2018,"Financial Year (Apr - Mar), 2018"
HARYANA,2011-12,2018-19,Constant Prices,164975.88,2018,"Financial Year (Apr - Mar), 2018"
HARYANA,2011-12,2018-19,Current Prices,226408.54,2018,"Financial Year (Apr - Mar), 2018"
HIMACHAL PRADESH,2011-12,2018-19,Constant Prices,136663.60,2018,"Financial Year (Apr - Mar), 2018"
HIMACHAL PRADESH,2011-12,2018-19,Current Prices,176458.99,2018,"Financial Year (Apr - Mar), 2018"
JAMMU & KASHMIR,2011-12,2018-19,Constant Prices,67696.51,2018,"Financial Year (Apr - Mar), 2018"
JAMMU & KASHMIR,2011-12,2018-19,Current Prices,95447.90,2018,"Financial Year (Apr - Mar), 2018"
KARNATAKA,2011-12,2018-19,Constant Prices,148690.29,2018,"Financial Year (Apr - Mar), 2018"
KARNATAKA,2011-12,2018-19,Current Prices,205697.10,2018,"Financial Year (Apr - Mar), 2018"
KERALA,2011-12,2018-19,Constant Prices,145521.06,2018,"Financial Year (Apr - Mar), 2018"
KERALA,2011-12,2018-19,Current Prices,205657.23,2018,"Financial Year (Apr - Mar), 2018"
MADHYA PRADESH,2011-12,2018-19,Constant Prices,57401.16,2018,"Financial Year (Apr - Mar), 2018"
MADHYA PRADESH,2011-12,2018-19,Current Prices,90486.58,2018,"Financial Year (Apr - Mar), 2018"
CHHATTISGARH,2011-12,2018-19,Constant Prices,72536.84,2018,"Financial Year (Apr - Mar), 2018"
CHHATTISGARH,2011-12,2018-19,Current Prices,98254.24,2018,"Financial Year (Apr - Mar), 2018"
MAHARASHTRA,2011-12,2018-19,Constant Prices,147097.46,2018,"Financial Year (Apr - Mar), 2018"
MAHARASHTRA,2011-12,2018-19,Current Prices,187117.76,2018,"Financial Year (Apr - Mar), 2018"
MANIPUR,2011-12,2018-19,Constant Prices,51179.70,2018,"Financial Year (Apr - Mar), 2018"
MANIPUR,2011-12,2018-19,Current Prices,75229.11,2018,"Financial Year (Apr - Mar), 2018"
MEGHALAYA,2011-12,2018-19,Constant Prices,60131.77,2018,"Financial Year (Apr - Mar), 2018"
MEGHALAYA,2011-12,2018-19,Current Prices,82652.84,2018,"Financial Year (Apr - Mar), 2018"
MIZORAM,2011-12,2018-19,Constant Prices,118794.79,2018,"Financial Year (Apr - Mar), 2018"
MIZORAM,2011-12,2018-19,Current Prices,164429.43,2018,"Financial Year (Apr - Mar), 2018"
NAGALAND,2011-12,2018-19,Constant Prices,70217.83,2018,"Financial Year (Apr - Mar), 2018"
NAGALAND,2011-12,2018-19,Current Prices,109197.64,2018,"Financial Year (Apr - Mar), 2018"
ORISSA,2011-12,2018-19,Constant Prices,77530.62,2018,"Financial Year (Apr - Mar), 2018"
ORISSA,2011-12,2018-19,Current Prices,100771.00,2018,"Financial Year (Apr - Mar), 2018"
PUNJAB,2011-12,2018-19,Constant Prices,115783.63,2018,"Financial Year (Apr - Mar), 2018"
RAJASTHAN,2011-12,2018-19,Constant Prices,75554.94,2018,"Financial Year (Apr - Mar), 2018"
RAJASTHAN,2011-12,2018-19,Current Prices,107889.77,2018,"Financial Year (Apr - Mar), 2018"
SIKKIM,2011-12,2018-19,Constant Prices,240743.39,2018,"Financial Year (Apr - Mar), 2018"
SIKKIM,2011-12,2018-19,Current Prices,375772.98,2018,"Financial Year (Apr - Mar), 2018"
TAMIL NADU,2011-12,2018-19,Constant Prices,141843.85,2018,"Financial Year (Apr - Mar), 2018"
TAMIL NADU,2011-12,2018-19,Current Prices,194372.98,2018,"Financial Year (Apr - Mar), 2018"
TRIPURA,2011-12,2018-19,Constant Prices,82313.49,2018,"Financial Year (Apr - Mar), 2018"
TRIPURA,2011-12,2018-19,Current Prices,113015.50,2018,"Financial Year (Apr - Mar), 2018"
UTTAR PRADESH,2011-12,2018-19,Constant Prices,43670.17,2018,"Financial Year (Apr - Mar), 2018"
UTTAR PRADESH,2011-12,2018-19,Current Prices,62651.86,2018,"Financial Year (Apr - Mar), 2018"
UTTARAKHAND,2011-12,2018-19,Constant Prices,154549.15,2018,"Financial Year (Apr - Mar), 2018"
UTTARAKHAND,2011-12,2018-19,Current Prices,191450.00,2018,"Financial Year (Apr - Mar), 2018"
WEST BENGAL,2011-12,2018-19,Constant Prices,68211.84,2018,"Financial Year (Apr - Mar), 2018"
WEST BENGAL,2011-12,2018-19,Current Prices,103943.91,2018,"Financial Year (Apr - Mar), 2018"
ANDAMAN & NICOBAR ISLANDS,2011-12,2018-19,Constant Prices,154233.06,2018,"Financial Year (Apr - Mar), 2018"
ANDAMAN & NICOBAR ISLANDS,2011-12,2018-19,Current Prices,204254.00,2018,"Financial Year (Apr - Mar), 2018"
CHANDIGARH,2011-12,2018-19,Constant Prices,224767.60,2018,"Financial Year (Apr - Mar), 2018"
CHANDIGARH,2011-12,2018-19,Current Prices,305139.64,2018,"Financial Year (Apr - Mar), 2018"
DELHI,2011-12,2018-19,Constant Prices,260967.21,2018,"Financial Year (Apr - Mar), 2018"
DELHI,2011-12,2018-19,Current Prices,344350.46,2018,"Financial Year (Apr - Mar), 2018"
PUDUCHERRY,2011-12,2018-19,Constant Prices,154843.26,2018,"Financial Year (Apr - Mar), 2018"
PUDUCHERRY,2011-12,2018-19,Current Prices,219785.42,2018,"Financial Year (Apr - Mar), 2018"
TELANGANA,2011-12,2018-19,Constant Prices,147787.10,2018,"Financial Year (Apr - Mar), 2018"
TELANGANA,2011-12,2018-19,Current Prices,210562.99,2018,"Financial Year (Apr - Mar), 2018"
ANDAMAN & NICOBAR ISLANDS,2011-12,2019-20,Constant Prices,159883.87,2019,"Financial Year (Apr - Mar), 2019"
KERALA,2011-12,2019-20,Current Prices,221903.75,2019,"Financial Year (Apr - Mar), 2019"
PUNJAB,2011-12,2019-20,Constant Prices,119161.74,2019,"Financial Year (Apr - Mar), 2019"
KERALA,2011-12,2019-20,Constant Prices,149563.40,2019,"Financial Year (Apr - Mar), 2019"
RAJASTHAN,2011-12,2019-20,Constant Prices,78390.33,2019,"Financial Year (Apr - Mar), 2019"
KARNATAKA,2011-12,2019-20,Current Prices,223175.11,2019,"Financial Year (Apr - Mar), 2019"
MIZORAM,2011-12,2019-20,Constant Prices,131780.80,2019,"Financial Year (Apr - Mar), 2019"
DELHI,2011-12,2019-20,Constant Prices,274670.81,2019,"Financial Year (Apr - Mar), 2019"
ORISSA,2011-12,2019-20,Current Prices,110434.00,2019,"Financial Year (Apr - Mar), 2019"
MEGHALAYA,2011-12,2019-20,Current Prices,87169.85,2019,"Financial Year (Apr - Mar), 2019"
KARNATAKA,2011-12,2019-20,Constant Prices,154860.52,2019,"Financial Year (Apr - Mar), 2019"
SIKKIM,2011-12,2019-20,Constant Prices,251494.32,2019,"Financial Year (Apr - Mar), 2019"
JAMMU & KASHMIR,2011-12,2019-20,Current Prices,102788.71,2019,"Financial Year (Apr - Mar), 2019"
MEGHALAYA,2011-12,2019-20,Constant Prices,62434.78,2019,"Financial Year (Apr - Mar), 2019"
JAMMU & KASHMIR,2011-12,2019-20,Constant Prices,70176.43,2019,"Financial Year (Apr - Mar), 2019"
SIKKIM,2011-12,2019-20,Current Prices,403376.09,2019,"Financial Year (Apr - Mar), 2019"
WEST BENGAL,2011-12,2019-20,Current Prices,113163.49,2019,"Financial Year (Apr - Mar), 2019"
DELHI,2011-12,2019-20,Current Prices,376221.20,2019,"Financial Year (Apr - Mar), 2019"
ARUNACHAL PRADESH,2011-12,2019-20,Constant Prices,105450.96,2019,"Financial Year (Apr - Mar), 2019"
HIMACHAL PRADESH,2011-12,2019-20,Current Prices,190407.03,2019,"Financial Year (Apr - Mar), 2019"
ANDAMAN & NICOBAR ISLANDS,2011-12,2019-20,Current Prices,218649.00,2019,"Financial Year (Apr - Mar), 2019"
HIMACHAL PRADESH,2011-12,2019-20,Constant Prices,142155.42,2019,"Financial Year (Apr - Mar), 2019"
TELANGANA,2011-12,2019-20,Current Prices,233324.53,2019,"Financial Year (Apr - Mar), 2019"
HARYANA,2011-12,2019-20,Current Prices,247627.64,2019,"Financial Year (Apr - Mar), 2019"
MANIPUR,2011-12,2019-20,Current Prices,84746.41,2019,"Financial Year (Apr - Mar), 2019"
HARYANA,2011-12,2019-20,Constant Prices,176199.11,2019,"Financial Year (Apr - Mar), 2019"
WEST BENGAL,2011-12,2019-20,Constant Prices,71719.12,2019,"Financial Year (Apr - Mar), 2019"
PUDUCHERRY,2011-12,2019-20,Constant Prices,150229.76,2019,"Financial Year (Apr - Mar), 2019"
MANIPUR,2011-12,2019-20,Constant Prices,53929.58,2019,"Financial Year (Apr - Mar), 2019"
ORISSA,2011-12,2019-20,Constant Prices,82257.11,2019,"Financial Year (Apr - Mar), 2019"
GUJARAT,2011-12,2019-20,Current Prices,213935.88,2019,"Financial Year (Apr - Mar), 2019"
MAHARASHTRA,2011-12,2019-20,Current Prices,202129.62,2019,"Financial Year (Apr - Mar), 2019"
GUJARAT,2011-12,2019-20,Constant Prices,164309.85,2019,"Financial Year (Apr - Mar), 2019"
ASSAM,2011-12,2019-20,Constant Prices,60659.80,2019,"Financial Year (Apr - Mar), 2019"
GOA,2011-12,2019-20,Current Prices,435959.22,2019,"Financial Year (Apr - Mar), 2019"
MAHARASHTRA,2011-12,2019-20,Constant Prices,152566.03,2019,"Financial Year (Apr - Mar), 2019"
NAGALAND,2011-12,2019-20,Current Prices,120517.88,2019,"Financial Year (Apr - Mar), 2019"
PUDUCHERRY,2011-12,2019-20,Current Prices,221492.52,2019,"Financial Year (Apr - Mar), 2019"
ANDHRA PRADESH,2011-12,2019-20,Current Prices,168479.98,2019,"Financial Year (Apr - Mar), 2019"
GOA,2011-12,2019-20,Constant Prices,303686.81,2019,"Financial Year (Apr - Mar), 2019"
CHANDIGARH,2011-12,2019-20,Constant Prices,233658.13,2019,"Financial Year (Apr - Mar), 2019"
JHARKHAND,2011-12,2019-20,Current Prices,77738.83,2019,"Financial Year (Apr - Mar), 2019"
ANDHRA PRADESH,2011-12,2019-20,Constant Prices,113926.67,2019,"Financial Year (Apr - Mar), 2019"
JHARKHAND,2011-12,2019-20,Constant Prices,57246.16,2019,"Financial Year (Apr - Mar), 2019"
RAJASTHAN,2011-12,2019-20,Current Prices,115492.41,2019,"Financial Year (Apr - Mar), 2019"
BIHAR,2011-12,2019-20,Current Prices,45071.43,2019,"Financial Year (Apr - Mar), 2019"
CHHATTISGARH,2011-12,2019-20,Current Prices,105089.11,2019,"Financial Year (Apr - Mar), 2019"
TELANGANA,2011-12,2019-20,Constant Prices,155220.77,2019,"Financial Year (Apr - Mar), 2019"
NAGALAND,2011-12,2019-20,Constant Prices,71246.75,2019,"Financial Year (Apr - Mar), 2019"
CHHATTISGARH,2011-12,2019-20,Constant Prices,75277.73,2019,"Financial Year (Apr - Mar), 2019"
BIHAR,2011-12,2019-20,Constant Prices,30620.86,2019,"Financial Year (Apr - Mar), 2019"
PUNJAB,2011-12,2019-20,Current Prices,155491.12,2019,"Financial Year (Apr - Mar), 2019"
UTTAR PRADESH,2011-12,2019-20,Current Prices,65704.28,2019,"Financial Year (Apr - Mar), 2019"
MADHYA PRADESH,2011-12,2019-20,Current Prices,103288.17,2019,"Financial Year (Apr - Mar), 2019"
UTTAR PRADESH,2011-12,2019-20,Constant Prices,44618.26,2019,"Financial Year (Apr - Mar), 2019"
MIZORAM,2011-12,2019-20,Current Prices,187327.09,2019,"Financial Year (Apr - Mar), 2019"
TRIPURA,2011-12,2019-20,Current Prices,125674.63,2019,"Financial Year (Apr - Mar), 2019"
UTTARAKHAND,2011-12,2019-20,Current Prices,202895.00,2019,"Financial Year (Apr - Mar), 2019"
CHANDIGARH,2011-12,2019-20,Current Prices,330014.74,2019,"Financial Year (Apr - Mar), 2019"
UTTARAKHAND,2011-12,2019-20,Constant Prices,158919.15,2019,"Financial Year (Apr - Mar), 2019"
ASSAM,2011-12,2019-20,Current Prices,86801.46,2019,"Financial Year (Apr - Mar), 2019"
TRIPURA,2011-12,2019-20,Constant Prices,89234.42,2019,"Financial Year (Apr - Mar), 2019"
ARUNACHAL PRADESH,2011-12,2019-20,Current Prices,169741.96,2019,"Financial Year (Apr - Mar), 2019"
TAMIL NADU,2011-12,2019-20,Current Prices,213396.21,2019,"Financial Year (Apr - Mar), 2019"
MADHYA PRADESH,2011-12,2019-20,Constant Prices,62235.85,2019,"Financial Year (Apr - Mar), 2019"
TAMIL NADU,2011-12,2019-20,Constant Prices,149329.15,2019,"Financial Year (Apr - Mar), 2019"
BIHAR,2011-12,2020-21,Current Prices,46292.45,2020,"Financial Year (Apr - Mar), 2020"
UTTARAKHAND,2011-12,2020-21,Current Prices,,2020,"Financial Year (Apr - Mar), 2020"
ASSAM,2011-12,2020-21,Current Prices,,2020,"Financial Year (Apr - Mar), 2020"
SIKKIM,2011-12,2020-21,Current Prices,424454.17,2020,"Financial Year (Apr - Mar), 2020"
SIKKIM,2011-12,2020-21,Constant Prices,257998.62,2020,"Financial Year (Apr - Mar), 2020"
RAJASTHAN,2011-12,2020-21,Current Prices,109386.46,2020,"Financial Year (Apr - Mar), 2020"
RAJASTHAN,2011-12,2020-21,Constant Prices,72297.23,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2011-12,2020-21,Constant Prices,72202.01,2020,"Financial Year (Apr - Mar), 2020"
ANDHRA PRADESH,2011-12,2020-21,Constant Prices,110453.03,2020,"Financial Year (Apr - Mar), 2020"
PUNJAB,2011-12,2020-21,Current Prices,151367.41,2020,"Financial Year (Apr - Mar), 2020"
PUNJAB,2011-12,2020-21,Constant Prices,109847.76,2020,"Financial Year (Apr - Mar), 2020"
ORISSA,2011-12,2020-21,Current Prices,109730.00,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2011-12,2020-21,Current Prices,121267.44,2020,"Financial Year (Apr - Mar), 2020"
ASSAM,2011-12,2020-21,Constant Prices,,2020,"Financial Year (Apr - Mar), 2020"
ORISSA,2011-12,2020-21,Constant Prices,79203.11,2020,"Financial Year (Apr - Mar), 2020"
NAGALAND,2011-12,2020-21,Current Prices,,2020,"Financial Year (Apr - Mar), 2020"
NAGALAND,2011-12,2020-21,Constant Prices,,2020,"Financial Year (Apr - Mar), 2020"
ANDAMAN & NICOBAR ISLANDS,2011-12,2020-21,Constant Prices,,2020,"Financial Year (Apr - Mar), 2020"
TELANGANA,2011-12,2020-21,Current Prices,237632.04,2020,"Financial Year (Apr - Mar), 2020"
MIZORAM,2011-12,2020-21,Current Prices,,2020,"Financial Year (Apr - Mar), 2020"
MIZORAM,2011-12,2020-21,Constant Prices,,2020,"Financial Year (Apr - Mar), 2020"
MEGHALAYA,2011-12,2020-21,Current Prices,82182.48,2020,"Financial Year (Apr - Mar), 2020"
MEGHALAYA,2011-12,2020-21,Constant Prices,56470.69,2020,"Financial Year (Apr - Mar), 2020"
ANDAMAN & NICOBAR ISLANDS,2011-12,2020-21,Current Prices,,2020,"Financial Year (Apr - Mar), 2020"
MANIPUR,2011-12,2020-21,Current Prices,,2020,"Financial Year (Apr - Mar), 2020"
MANIPUR,2011-12,2020-21,Constant Prices,,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2011-12,2020-21,Current Prices,,2020,"Financial Year (Apr - Mar), 2020"
CHANDIGARH,2011-12,2020-21,Constant Prices,,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2011-12,2020-21,Constant Prices,,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2011-12,2020-21,Current Prices,104943.31,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2011-12,2020-21,Constant Prices,72236.09,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2011-12,2020-21,Current Prices,98418.19,2020,"Financial Year (Apr - Mar), 2020"
CHANDIGARH,2011-12,2020-21,Current Prices,,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2011-12,2020-21,Constant Prices,58424.64,2020,"Financial Year (Apr - Mar), 2020"
KERALA,2011-12,2020-21,Current Prices,,2020,"Financial Year (Apr - Mar), 2020"
KERALA,2011-12,2020-21,Constant Prices,,2020,"Financial Year (Apr - Mar), 2020"
DELHI,2011-12,2020-21,Constant Prices,254001.04,2020,"Financial Year (Apr - Mar), 2020"
ARUNACHAL PRADESH,2011-12,2020-21,Current Prices,,2020,"Financial Year (Apr - Mar), 2020"
KARNATAKA,2011-12,2020-21,Current Prices,226795.60,2020,"Financial Year (Apr - Mar), 2020"
KARNATAKA,2011-12,2020-21,Constant Prices,149824.88,2020,"Financial Year (Apr - Mar), 2020"
JAMMU & KASHMIR,2011-12,2020-21,Current Prices,104860.46,2020,"Financial Year (Apr - Mar), 2020"
JAMMU & KASHMIR,2011-12,2020-21,Constant Prices,69578.79,2020,"Financial Year (Apr - Mar), 2020"
DELHI,2011-12,2020-21,Current Prices,354003.54,2020,"Financial Year (Apr - Mar), 2020"
HIMACHAL PRADESH,2011-12,2020-21,Current Prices,183285.55,2020,"Financial Year (Apr - Mar), 2020"
HIMACHAL PRADESH,2011-12,2020-21,Constant Prices,133188.63,2020,"Financial Year (Apr - Mar), 2020"
HARYANA,2011-12,2020-21,Current Prices,239534.53,2020,"Financial Year (Apr - Mar), 2020"
PUDUCHERRY,2011-12,2020-21,Constant Prices,143708.55,2020,"Financial Year (Apr - Mar), 2020"
ARUNACHAL PRADESH,2011-12,2020-21,Constant Prices,,2020,"Financial Year (Apr - Mar), 2020"
HARYANA,2011-12,2020-21,Constant Prices,163992.02,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2011-12,2020-21,Current Prices,,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2011-12,2020-21,Constant Prices,,2020,"Financial Year (Apr - Mar), 2020"
GOA,2011-12,2020-21,Current Prices,,2020,"Financial Year (Apr - Mar), 2020"
PUDUCHERRY,2011-12,2020-21,Current Prices,210467.01,2020,"Financial Year (Apr - Mar), 2020"
GOA,2011-12,2020-21,Constant Prices,,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2011-12,2020-21,Current Prices,75587.18,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2011-12,2020-21,Constant Prices,53489.14,2020,"Financial Year (Apr - Mar), 2020"
TELANGANA,2011-12,2020-21,Constant Prices,153297.89,2020,"Financial Year (Apr - Mar), 2020"
ANDHRA PRADESH,2011-12,2020-21,Current Prices,170215.00,2020,"Financial Year (Apr - Mar), 2020"
TAMIL NADU,2011-12,2020-21,Constant Prices,150989.60,2020,"Financial Year (Apr - Mar), 2020"
BIHAR,2011-12,2020-21,Constant Prices,31017.33,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2011-12,2020-21,Current Prices,65431.09,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2011-12,2020-21,Constant Prices,41023.41,2020,"Financial Year (Apr - Mar), 2020"
TRIPURA,2011-12,2020-21,Current Prices,129995.42,2020,"Financial Year (Apr - Mar), 2020"
UTTARAKHAND,2011-12,2020-21,Constant Prices,,2020,"Financial Year (Apr - Mar), 2020"
TRIPURA,2011-12,2020-21,Constant Prices,91547.29,2020,"Financial Year (Apr - Mar), 2020"
TAMIL NADU,2011-12,2020-21,Current Prices,225105.70,2020,"Financial Year (Apr - Mar), 2020"
